source_title,n_runs,measure,mean,sd,cv,min,max,range
ENTITY_05_TMBA_seed1,5,Q2_prop,0.0009389671361502347,0.0020995943450702248,2.2360679774997894,0,0.004694835680751174,0.004694835680751174
ENTITY_05_TMBA_seed1,5,orphan_rate,0.09682283683244039,0.02695769862842031,0.27842293729807516,0.052132701421800945,0.12322274881516587,0.07109004739336493
ENTITY_05_TMBA_seed1,5,root_count,94.6,9.685040010242602,0.10237885845922413,85,108,23
ENTITY_05_TMBA_seed1,5,leaf_count,30.8,5.805170109479997,0.1884795490090908,24,37,13
ENTITY_05_TMBA_seed1,5,component_count,31,5.1478150704935,0.16605855066108066,23,37,14
ENTITY_05_E1_seed1,5,n_nodes,180.2,4.816637831516918,0.02672939973094849,174,187,13
ENTITY_05_E1_seed1,5,n_edges,176.6,9.989994994993742,0.056568488080372265,163,190,27
ENTITY_05_E1_seed1,5,F_prop,0.37468606588464376,0.024455943844847842,0.06527049194398706,0.34831460674157305,0.4117647058823529,0.06345009914077987
ENTITY_05_E1_seed1,5,M_prop,0.2433894990808636,0.019364516297351864,0.07956183964583537,0.2192513368983957,0.2640449438202247,0.04479360692182899
ENTITY_05_E1_seed1,5,V_prop,0.2919600120158499,0.01451177235894792,0.049704657356159115,0.2802197802197802,0.31666666666666665,0.03644688644688643
ENTITY_05_E1_seed1,5,P_prop,0.08996442301864278,0.003854152219342867,0.04284084852680258,0.0855614973262032,0.09550561797752809,0.009944120651324884
ENTITY_05_E1_seed1,5,S_prop,0.612866643509259,0.100228405817471,0.1635403180756676,0.4785276073619632,0.7368421052631579,0.25831449790119465
ENTITY_05_E1_seed1,5,W_prop,0.08444260259525149,0.02880288654015266,0.3410942540249505,0.042105263157894736,0.12222222222222222,0.08011695906432748
ENTITY_05_E1_seed1,5,J_prop,0.19941105046330238,0.03862451231264642,0.19369293839487844,0.1631578947368421,0.25153374233128833,0.08837584759444622
ENTITY_05_E1_seed1,5,E_prop,0.10327970343218713,0.06594784427627888,0.6385363443610182,0.03333333333333333,0.17791411042944785,0.14458077709611453
ENTITY_05_E1_seed1,5,Ext_prop,0.02891218388517657,0.0031541312943672325,0.10909349867494349,0.026737967914438502,0.034482758620689655,0.007744790706251153
ENTITY_05_E1_seed1,5,Q0_prop,0.8915731379103988,0.01797331091729344,0.02015909873576711,0.8609625668449198,0.9044943820224719,0.04353181517755211
ENTITY_05_E1_seed1,5,Q1_prop,0.10401152564518337,0.018596768494800724,0.17879526696147366,0.08888888888888889,0.13368983957219252,0.04480095068330363
ENTITY_05_E1_seed1,5,Q2_prop,0.00441533644441774,0.004640561366103891,1.0510096851103838,0,0.011111111111111112,0.011111111111111112
